,District Code,Agency Name,Black,Hispanic,White,Asian or Pacific Islander,American Indian/Alaska Native,Hawaiian Native/Pacific Islander,Two or More Races,Total Enrollment,Total Revenue,Revenue per student
411,62901,KLAMATH-TRINITY JOINT UNIFIED,5.0,48.0,94.0,2.0,819.0,3.0,28.0,999.0,58293000.0,58351.35
412,62919,KNEELAND ELEMENTARY,0.0,0.0,21.0,3.0,4.0,0.0,1.0,29.0,391000.0,13482.76
413,71142,KNIGHTS FERRY ELEMENTARY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,965000.0,inf
414,61705,KNIGHTSEN ELEMENTARY,3.0,229.0,299.0,17.0,1.0,4.0,32.0,585.0,4151000.0,7095.73
415,64022,KONOCTI UNIFIED,105.0,1401.0,1494.0,16.0,102.0,6.0,241.0,3365.0,37375000.0,11106.98
416,64659,LA CANADA UNIFIED,32.0,467.0,2048.0,1234.0,10.0,0.0,341.0,4132.0,32010000.0,7746.85
417,66563,LA HABRA CITY ELEMENTARY,44.0,4150.0,342.0,124.0,3.0,3.0,60.0,4726.0,42821000.0,9060.73
418,68940,LA HONDA-PESCADERO UNIFIED,1.0,207.0,103.0,1.0,0.0,0.0,6.0,318.0,3065000.0,9638.36
419,68197,LA MESA-SPRING VALLEY,1153.0,6010.0,3414.0,637.0,32.0,90.0,953.0,12289.0,114958000.0,9354.54
420,61713,LAFAYETTE ELEMENTARY,30.0,293.0,2578.0,376.0,4.0,2.0,332.0,3615.0,24102000.0,6667.22
421,66555,LAGUNA BEACH UNIFIED,34.0,316.0,2317.0,160.0,12.0,8.0,178.0,3025.0,12855000.0,4249.59
422,65342,LAGUNA JOINT ELEMENTARY,0.0,8.0,1.0,0.0,0.0,0.0,8.0,17.0,211000.0,12411.76
423,66076,LAGUNITA ELEMENTARY,0.0,42.0,45.0,0.0,1.0,0.0,11.0,99.0,865000.0,8737.37
424,65359,LAGUNITAS ELEMENTARY,4.0,30.0,204.0,4.0,0.0,4.0,16.0,262.0,2045000.0,7805.34
425,10173,LAKE COUNTY OFFICE OF EDUCATION,0.0,7.0,14.0,0.0,5.0,0.0,8.0,34.0,18443000.0,542441.18
426,62596,LAKE ELEMENTARY,1.0,48.0,118.0,0.0,1.0,0.0,1.0,169.0,1576000.0,9325.44
427,75176,LAKE ELSINORE UNIFIED,812.0,12997.0,6260.0,710.0,55.0,46.0,1159.0,22039.0,231883000.0,10521.48
428,61903,LAKE TAHOE UNIFIED,31.0,1675.0,1905.0,189.0,16.0,8.0,127.0,3951.0,30542000.0,7730.19
429,64030,LAKEPORT UNIFIED,16.0,478.0,782.0,34.0,145.0,1.0,78.0,1534.0,14059000.0,9164.93
430,69492,LAKESIDE JOINT,0.0,13.0,48.0,6.0,0.0,0.0,19.0,86.0,673000.0,7825.58
431,63552,LAKESIDE UNION,83.0,798.0,333.0,96.0,9.0,8.0,47.0,1374.0,13628000.0,9918.49
432,63966,LAKESIDE UNION ELEMENTARY,17.0,278.0,14.0,13.0,0.0,0.0,12.0,334.0,4071000.0,12188.62
433,63966,LAKESIDE UNION ELEMENTARY,196.0,1932.0,3569.0,182.0,110.0,29.0,295.0,6313.0,56015000.0,8872.96
434,76760,LAMMERSVILLE JOINT UNIFIED,300.0,860.0,1067.0,1901.0,25.0,26.0,343.0,4522.0,35212000.0,7786.82
435,63560,LAMONT ELEMENTARY,4.0,3012.0,43.0,8.0,0.0,1.0,7.0,3075.0,41138000.0,13378.21
436,64667,LANCASTER ELEMENTARY,4447.0,7855.0,1943.0,336.0,56.0,27.0,549.0,15213.0,163182000.0,10726.48
437,65367,LARKSPUR-CORTE MADERA,7.0,180.0,1078.0,69.0,2.0,5.0,182.0,1523.0,10862000.0,7131.98
438,68957,LAS LOMITAS ELEMENTARY,17.0,138.0,654.0,192.0,2.0,6.0,377.0,1386.0,10369000.0,7481.24
439,64683,LAS VIRGENES UNIFIED,288.0,1253.0,8569.0,860.0,77.0,18.0,482.0,11547.0,76699000.0,6642.33
440,10181,LASSEN COUNTY OFFICE OF EDUCATION,1.0,1.0,9.0,0.0,0.0,0.0,2.0,13.0,11513000.0,885615.38
441,64139,LASSEN UNION HIGH,19.0,123.0,562.0,22.0,60.0,18.0,2.0,806.0,7032000.0,8724.57
442,71563,LASSEN VIEW UNION ELEMENTARY,2.0,70.0,214.0,0.0,8.0,0.0,4.0,298.0,2565000.0,8607.38
443,62281,LATON JOINT UNIFIED,9.0,572.0,86.0,1.0,0.0,0.0,32.0,700.0,8509000.0,12155.71
444,61911,LATROBE,0.0,16.0,111.0,4.0,2.0,0.0,10.0,143.0,1618000.0,11314.69
445,64691,LAWNDALE ELEMENTARY,596.0,4599.0,271.0,313.0,6.0,44.0,199.0,6028.0,151738000.0,25172.2
446,73916,LAYTONVILLE UNIFIED,1.0,53.0,242.0,5.0,48.0,0.0,44.0,393.0,3824000.0,9730.28
447,65722,LE GRAND UNION ELEMENTARY,3.0,360.0,32.0,2.0,0.0,0.0,4.0,401.0,4509000.0,11244.39
448,65730,LE GRAND UNION HIGH,4.0,432.0,31.0,3.0,6.0,0.0,27.0,503.0,6563000.0,13047.71
449,75218,LEGGETT VALLEY UNIFIED,1.0,10.0,98.0,0.0,4.0,3.0,3.0,119.0,2619000.0,22008.4
450,68205,LEMON GROVE,602.0,2302.0,377.0,210.0,26.0,32.0,248.0,3797.0,43873000.0,11554.65
451,63974,LEMOORE UNION ELEMENTARY,144.0,2130.0,656.0,144.0,24.0,12.0,139.0,3249.0,34872000.0,10733.15
452,63982,LEMOORE UNION HIGH,130.0,1207.0,571.0,146.0,73.0,19.0,35.0,2181.0,27232000.0,12486.02
453,64709,LENNOX,296.0,6376.0,30.0,29.0,4.0,28.0,454.0,7217.0,77946000.0,10800.33
454,71746,LEWISTON ELEMENTARY,0.0,7.0,52.0,1.0,1.0,0.0,1.0,62.0,679000.0,10951.61
455,70797,LIBERTY ELEMENTARY,85.0,171.0,639.0,43.0,10.0,7.0,168.0,1123.0,4530000.0,4033.84
456,70797,LIBERTY ELEMENTARY,15.0,332.0,199.0,4.0,3.0,0.0,20.0,573.0,4960000.0,8656.2
457,61721,LIBERTY UNION HIGH,750.0,2781.0,3491.0,770.0,36.0,56.0,315.0,8199.0,66952000.0,8165.87
458,65375,LINCOLN ELEMENTARY,0.0,1.0,9.0,0.0,0.0,0.0,2.0,12.0,370000.0,30833.33
459,68569,LINCOLN UNIFIED,1166.0,4427.0,2143.0,1252.0,48.0,108.0,294.0,9438.0,102855000.0,10897.97
460,68577,LINDEN UNIFIED,15.0,1302.0,774.0,65.0,27.0,4.0,27.0,2214.0,21148000.0,9551.94
461,71993,LINDSAY UNIFIED,9.0,3908.0,158.0,87.0,7.0,0.0,22.0,4191.0,66751000.0,15927.23
462,63586,LINNS VALLEY-POSO FLAT UNION,0.0,3.0,18.0,0.0,0.0,0.0,1.0,22.0,436000.0,19818.18
463,64717,LITTLE LAKE CITY ELEMENTARY,78.0,4031.0,197.0,90.0,11.0,9.0,38.0,4454.0,47522000.0,10669.51
464,70383,LITTLE SHASTA ELEMENTARY,0.0,1.0,6.0,0.0,2.0,0.0,2.0,11.0,276000.0,25090.91
465,69765,LIVE OAK ELEMENTARY,53.0,1116.0,665.0,92.0,26.0,11.0,106.0,2069.0,26113000.0,12621.07
466,71399,LIVE OAK UNIFIED,6.0,1079.0,462.0,219.0,18.0,5.0,17.0,1806.0,22414000.0,12410.85
467,61200,LIVERMORE VALLEY JOINT UNIFIED,222.0,4253.0,6875.0,1413.0,46.0,42.0,1133.0,13984.0,110398000.0,7894.59
468,65748,LIVINGSTON UNION,10.0,2151.0,84.0,246.0,14.0,10.0,7.0,2522.0,31364000.0,12436.16
469,68585,LODI UNIFIED,2140.0,13661.0,6829.0,6516.0,145.0,227.0,1279.0,30797.0,317853000.0,10320.91
470,62927,LOLETA UNION ELEMENTARY,1.0,78.0,134.0,12.0,45.0,3.0,32.0,305.0,3769000.0,12357.38
471,69500,LOMA PRIETA JOINT UNION ELEMENTARY,2.0,43.0,375.0,25.0,1.0,1.0,60.0,507.0,3398000.0,6702.17
472,69229,LOMPOC UNIFIED,316.0,6554.0,2430.0,282.0,50.0,29.0,478.0,10139.0,93096000.0,9181.97
473,63289,LONE PINE UNIFIED,2.0,158.0,70.0,7.0,44.0,0.0,18.0,299.0,2090000.0,6989.97
474,64725,LONG BEACH UNIFIED,10157.0,43148.0,10090.0,8094.0,152.0,1152.0,3635.0,76428.0,914887000.0,11970.57
475,66845,LOOMIS UNION ELEMENTARY,34.0,530.0,3272.0,150.0,39.0,4.0,164.0,4193.0,20200000.0,4817.55
476,73924,LOS ALAMITOS UNIFIED,275.0,2513.0,4777.0,1565.0,21.0,60.0,693.0,9904.0,70028000.0,7070.68
477,69518,LOS ALTOS ELEMENTARY,23.0,360.0,2142.0,1468.0,8.0,5.0,521.0,4527.0,26848000.0,5930.64
478,10199,LOS ANGELES COUNTY OFFICE OF EDUCATION,1121.0,4701.0,670.0,260.0,21.0,8.0,154.0,6935.0,711375000.0,102577.51
479,64733,LOS ANGELES UNIFIED,52837.0,468734.0,63828.0,35432.0,1226.0,1797.0,9767.0,633621.0,8441222000.0,13322.19
480,65755,LOS BANOS UNIFIED,191.0,8755.0,1372.0,190.0,51.0,100.0,126.0,10785.0,120580000.0,11180.34
481,69526,LOS GATOS UNION ELEMENTARY,18.0,247.0,2199.0,615.0,20.0,5.0,159.0,3263.0,14423000.0,4420.17
482,69534,LOS GATOS-SARATOGA JOINT UNION HIGH,15.0,241.0,1705.0,1035.0,2.0,6.0,342.0,3346.0,18094000.0,5407.65
483,71571,LOS MOLINOS UNIFIED,0.0,278.0,269.0,9.0,9.0,0.0,28.0,593.0,6460000.0,10893.76
484,64758,LOS NIETOS,8.0,1567.0,32.0,10.0,2.0,6.0,20.0,1645.0,19399000.0,11792.71
485,69245,LOS OLIVOS ELEMENTARY,0.0,33.0,104.0,1.0,0.0,0.0,8.0,146.0,904000.0,6191.78
486,63594,LOST HILLS UNION ELEMENTARY,2.0,560.0,1.0,2.0,0.0,0.0,2.0,567.0,6195000.0,10925.93
487,64766,LOWELL JOINT,50.0,2114.0,785.0,119.0,3.0,10.0,72.0,3153.0,24109000.0,7646.37
488,64048,LUCERNE ELEMENTARY,5.0,73.0,151.0,2.0,10.0,0.0,23.0,264.0,2765000.0,10473.48
489,75051,LUCERNE VALLEY UNIFIED,92.0,856.0,1239.0,133.0,17.0,6.0,295.0,2638.0,10849000.0,4112.59
490,68759,LUCIA MAR UNIFIED,76.0,4614.0,5191.0,281.0,50.0,24.0,385.0,10621.0,60964000.0,5739.95
491,69542,LUTHER BURBANK,11.0,481.0,11.0,6.0,0.0,1.0,10.0,520.0,5715000.0,10990.38
492,64774,LYNWOOD UNIFIED,735.0,13583.0,111.0,23.0,4.0,32.0,9.0,14497.0,186362000.0,12855.21
493,65243,MADERA UNIFIED,350.0,18586.0,1330.0,264.0,90.0,11.0,148.0,20779.0,249007000.0,11983.59
494,66589,MAGNOLIA ELEMENTARY,187.0,4478.0,607.0,818.0,47.0,66.0,74.0,6277.0,72416000.0,11536.72
495,63172,MAGNOLIA UNION ELEMENTARY,0.0,58.0,72.0,5.0,0.0,0.0,1.0,136.0,1365000.0,10036.76
496,73692,MAMMOTH UNIFIED,2.0,713.0,455.0,15.0,1.0,2.0,23.0,1211.0,5582000.0,4609.41
497,65573,MANCHESTER UNION ELEMENTARY,0.0,31.0,16.0,0.0,0.0,0.0,0.0,47.0,296000.0,6297.87
498,75333,MANHATTAN BEACH UNIFIED,126.0,807.0,4202.0,714.0,6.0,7.0,914.0,6776.0,48566000.0,7167.36
499,68593,MANTECA UNIFIED,1628.0,12871.0,4669.0,3154.0,107.0,213.0,758.0,23400.0,251007000.0,10726.79
500,61499,MANZANITA ELEMENTARY,0.0,109.0,139.0,19.0,2.0,0.0,19.0,288.0,2676000.0,9291.67
501,62935,MAPLE CREEK ELEMENTARY,1.0,1.0,5.0,0.0,1.0,0.0,4.0,12.0,361000.0,30083.33
502,63610,MAPLE ELEMENTARY,0.0,196.0,95.0,1.0,0.0,0.0,0.0,292.0,2989000.0,10236.3
503,71407,MARCUM-ILLINOIS UNION ELEMENTARY,54.0,385.0,1543.0,68.0,29.0,17.0,319.0,2415.0,2427000.0,1004.97
504,63628,MARICOPA UNIFIED,277.0,1187.0,2040.0,80.0,44.0,12.0,332.0,3972.0,6554000.0,1650.05
505,10215,MARIN COUNTY OFFICE OF EDUCATION,10.0,89.0,80.0,17.0,2.0,0.0,15.0,213.0,62734000.0,294525.82
506,10223,MARIPOSA COUNTY OFFICE OF EDUCATION,0.0,7.0,31.0,0.0,2.0,0.0,2.0,42.0,4207000.0,100166.67
507,65532,MARIPOSA COUNTY UNIFIED,10.0,332.0,1263.0,27.0,75.0,0.0,132.0,1839.0,11126000.0,6050.03
508,61572,MARK TWAIN UNION ELEMENTARY,8.0,170.0,580.0,13.0,19.0,0.0,43.0,833.0,5172000.0,6208.88
509,70805,MARK WEST UNION ELEMENTARY,14.0,423.0,854.0,61.0,25.0,8.0,90.0,1475.0,10925000.0,7406.78
510,61739,MARTINEZ UNIFIED,105.0,1264.0,1978.0,265.0,8.0,16.0,498.0,4134.0,32314000.0,7816.64
511,72736,MARYSVILLE JOINT UNIFIED,363.0,4206.0,3752.0,925.0,269.0,41.0,430.0,9986.0,110891000.0,11104.65
512,75382,MATTOLE UNIFIED,6.0,99.0,526.0,2.0,24.0,1.0,79.0,737.0,7887000.0,10701.49
513,61606,MAXWELL UNIFIED,0.0,166.0,128.0,3.0,13.0,2.0,14.0,326.0,3352000.0,10282.21
514,63180,MCCABE UNION ELEMENTARY,4.0,1174.0,159.0,47.0,0.0,1.0,4.0,1389.0,11842000.0,8525.56
515,70409,MCCLOUD UNION ELEMENTARY,0.0,11.0,43.0,0.0,3.0,0.0,9.0,66.0,708000.0,10727.27
516,73908,MCFARLAND UNIFIED,15.0,3496.0,29.0,29.0,1.0,0.0,0.0,3570.0,42950000.0,12030.81
517,62950,MCKINLEYVILLE UNION ELEMENTARY,10.0,167.0,748.0,14.0,95.0,5.0,112.0,1151.0,7679000.0,6671.59
518,63651,MCKITTRICK ELEMENTARY,0.0,13.0,61.0,0.0,1.0,0.0,2.0,77.0,674000.0,8753.25
519,65763,MCSWAIN UNION ELEMENTARY,4.0,360.0,403.0,53.0,3.0,2.0,34.0,859.0,7509000.0,8741.56
520,63198,MEADOWS UNION ELEMENTARY,5.0,413.0,65.0,0.0,1.0,2.0,2.0,488.0,6424000.0,13163.93
521,10231,MENDOCINO COUNTY OFFICE OF EDUCATION,2.0,35.0,21.0,0.0,11.0,1.0,1.0,71.0,31218000.0,439690.14
522,65581,MENDOCINO UNIFIED,6.0,55.0,416.0,14.0,7.0,5.0,14.0,517.0,6499000.0,12570.6
523,75127,MENDOTA UNIFIED,2.0,3258.0,48.0,3.0,1.0,0.0,27.0,3339.0,43739000.0,13099.43
524,67116,MENIFEE UNION ELEMENTARY,720.0,5065.0,4481.0,687.0,55.0,67.0,601.0,11676.0,108640000.0,9304.56
525,68965,MENLO PARK CITY ELEMENTARY,35.0,460.0,1786.0,321.0,4.0,36.0,357.0,2999.0,20835000.0,6947.32
526,65771,MERCED CITY ELEMENTARY,563.0,7232.0,1611.0,1104.0,31.0,19.0,342.0,10902.0,132145000.0,12121.17
527,10249,MERCED COUNTY OFFICE OF EDUCATION,54.0,792.0,206.0,24.0,0.0,6.0,22.0,1104.0,126097000.0,114218.3
528,73726,MERCED RIVER UNION ELEMENTARY,1.0,112.0,51.0,0.0,2.0,0.0,9.0,175.0,1555000.0,8885.71
529,65789,MERCED UNION HIGH,426.0,6962.0,1724.0,1037.0,56.0,25.0,147.0,10377.0,130431000.0,12569.24
530,71415,MERIDIAN ELEMENTARY,129.0,197.0,585.0,52.0,6.0,14.0,107.0,1090.0,1502000.0,1377.98
531,72470,MESA UNION ELEMENTARY,23.0,566.0,527.0,74.0,5.0,4.0,77.0,1276.0,5472000.0,4288.4
532,64055,MIDDLETOWN UNIFIED,3.0,389.0,1148.0,20.0,21.0,4.0,95.0,1680.0,15409000.0,9172.02
533,63669,MIDWAY ELEMENTARY,0.0,8.0,73.0,0.0,1.0,0.0,3.0,85.0,660000.0,7764.71
534,65391,MILL VALLEY ELEMENTARY,22.0,238.0,2415.0,147.0,7.0,5.0,294.0,3128.0,29202000.0,9335.68
535,68973,MILLBRAE ELEMENTARY,22.0,464.0,504.0,1223.0,3.0,48.0,168.0,2432.0,15902000.0,6538.65
536,70052,MILLVILLE ELEMENTARY,0.0,13.0,218.0,2.0,2.0,0.0,16.0,251.0,2049000.0,8163.35
537,73387,MILPITAS UNIFIED,218.0,2089.0,621.0,6838.0,37.0,84.0,373.0,10260.0,85519000.0,8335.19
538,66084,MISSION UNION ELEMENTARY,0.0,93.0,28.0,4.0,0.0,0.0,1.0,126.0,1348000.0,10698.41
539,71167,MODESTO CITY ELEMENTARY,364.0,10546.0,2501.0,673.0,57.0,87.0,1102.0,15330.0,0.0,0.0
540,71175,MODESTO CITY HIGH,537.0,8547.0,4067.0,948.0,57.0,135.0,1097.0,15388.0,0.0,0.0
541,10256,MODOC COUNTY OFFICE OF EDUCATION,4.0,13.0,14.0,0.0,1.0,0.0,1.0,33.0,7153000.0,216757.58
542,73585,MODOC JOINT UNIFIED,10.0,130.0,595.0,18.0,68.0,0.0,26.0,847.0,8227000.0,9713.11
543,63677,MOJAVE UNIFIED,855.0,1184.0,525.0,22.0,23.0,5.0,121.0,2735.0,27038000.0,9885.92
544,10264,MONO COUNTY OFFICE OF EDUCATION,77.0,210.0,72.0,18.0,0.0,1.0,5.0,383.0,11691000.0,30524.8
545,62323,MONROE ELEMENTARY,0.0,159.0,4.0,7.0,0.0,0.0,0.0,170.0,2209000.0,12994.12
546,64790,MONROVIA UNIFIED,356.0,3558.0,1140.0,405.0,11.0,13.0,118.0,5601.0,66353000.0,11846.63
547,72009,MONSON-SULTANA JOINT UNION ELEMENTARY,0.0,401.0,35.0,1.0,0.0,1.0,2.0,440.0,5286000.0,12013.64
548,70417,MONTAGUE ELEMENTARY,1.0,27.0,75.0,1.0,10.0,4.0,57.0,175.0,2471000.0,14120.0
549,70813,MONTE RIO UNION ELEMENTARY,1.0,9.0,62.0,2.0,0.0,0.0,16.0,90.0,1078000.0,11977.78
550,64808,MONTEBELLO UNIFIED,74.0,26222.0,299.0,603.0,54.0,18.0,128.0,27398.0,365427000.0,13337.73
551,69252,MONTECITO UNION ELEMENTARY,4.0,26.0,356.0,4.0,1.0,0.0,22.0,413.0,1443000.0,3493.95
552,10272,MONTEREY COUNTY OFFICE OF EDUCATION,37.0,1030.0,575.0,68.0,8.0,6.0,173.0,1897.0,141029000.0,74343.17
553,66092,MONTEREY PENINSULA UNIFIED,530.0,6194.0,2123.0,927.0,31.0,210.0,717.0,10732.0,95264000.0,8876.63
554,70821,MONTGOMERY ELEMENTARY,0.0,3.0,23.0,2.0,0.0,0.0,0.0,28.0,294000.0,10500.0
555,73940,MOORPARK UNIFIED,85.0,2983.0,2719.0,389.0,8.0,9.0,279.0,6472.0,53737000.0,8303.0
556,61747,MORAGA ELEMENTARY,16.0,158.0,1145.0,313.0,3.0,2.0,261.0,1898.0,15142000.0,7977.87
557,69575,MORELAND,116.0,1501.0,1283.0,1517.0,32.0,15.0,316.0,4780.0,35276000.0,7379.92
558,67124,MORENO VALLEY UNIFIED,4742.0,23647.0,2555.0,1186.0,90.0,260.0,872.0,33352.0,477830000.0,14326.88
559,69583,MORGAN HILL UNIFIED,166.0,4571.0,2971.0,977.0,45.0,35.0,372.0,9137.0,52248000.0,5718.29
560,67777,MORONGO UNIFIED,625.0,2627.0,4463.0,233.0,55.0,75.0,388.0,8466.0,98201000.0,11599.46
561,61929,MOTHER LODE UNION ELEMENTARY,8.0,370.0,633.0,8.0,29.0,1.0,36.0,1085.0,8588000.0,7915.21
562,69617,MOUNT PLEASANT ELEMENTARY,47.0,1750.0,78.0,371.0,11.0,31.0,83.0,2371.0,77394000.0,32641.92
563,69773,MOUNTAIN ELEMENTARY,0.0,9.0,101.0,1.0,0.0,0.0,7.0,118.0,688000.0,5830.51
564,68213,MOUNTAIN EMPIRE UNIFIED,82.0,1429.0,976.0,43.0,77.0,8.0,166.0,2781.0,19438000.0,6989.57
565,61218,MOUNTAIN HOUSE ELEMENTARY,0.0,6.0,8.0,0.0,2.0,0.0,0.0,16.0,368000.0,23000.0
566,73700,MOUNTAIN UNION ELEMENTARY,1.0,27.0,30.0,0.0,13.0,0.0,5.0,76.0,634000.0,8342.11
567,75028,MOUNTAIN VALLEY UNIFIED,0.0,34.0,147.0,35.0,18.0,1.0,38.0,273.0,3850000.0,14102.56
568,64816,MOUNTAIN VIEW ELEMENTARY,14.0,6628.0,1.0,370.0,3.0,1.0,35.0,7052.0,99413000.0,14097.14
569,64816,MOUNTAIN VIEW ELEMENTARY,191.0,1866.0,295.0,123.0,2.0,1.0,80.0,2558.0,24881000.0,9726.74
570,69591,MOUNTAIN VIEW WHISMAN,79.0,2041.0,1546.0,895.0,2.0,28.0,534.0,5125.0,34157000.0,6664.78
571,69609,MOUNTAIN VIEW-LOS ALTOS UNION HIGH,64.0,1062.0,1702.0,992.0,3.0,20.0,233.0,4076.0,26493000.0,6499.75
572,67793,MT. BALDY JOINT ELEMENTARY,3.0,37.0,56.0,5.0,1.0,0.0,4.0,106.0,1136000.0,10716.98
573,61754,MT. DIABLO UNIFIED,1223.0,13298.0,10318.0,3797.0,77.0,227.0,2863.0,31803.0,280390000.0,8816.46
574,70425,MT. SHASTA UNION ELEMENTARY,16.0,62.0,462.0,13.0,9.0,5.0,13.0,580.0,4488000.0,7737.93
575,63206,MULBERRY ELEMENTARY,2.0,45.0,36.0,3.0,0.0,0.0,4.0,90.0,816000.0,9066.67
576,72504,MUPU ELEMENTARY,4.0,139.0,103.0,4.0,2.0,1.0,15.0,268.0,1524000.0,5686.57
577,63685,MUROC JOINT UNIFIED,148.0,494.0,924.0,78.0,12.0,8.0,217.0,1881.0,21722000.0,11548.11
578,75200,MURRIETA VALLEY UNIFIED,1196.0,8227.0,9821.0,1881.0,69.0,170.0,1550.0,22914.0,203826000.0,8895.26
579,10280,NAPA COUNTY OFFICE OF EDUCATION,2.0,111.0,19.0,0.0,0.0,2.0,2.0,136.0,50271000.0,369639.71
580,66266,NAPA VALLEY UNIFIED,417.0,9864.0,5410.0,1648.0,49.0,59.0,733.0,18180.0,99968000.0,5498.79
581,68221,NATIONAL ELEMENTARY,93.0,4941.0,137.0,583.0,6.0,34.0,134.0,5928.0,74173000.0,12512.31
582,75283,NATOMAS UNIFIED,2552.0,4751.0,2624.0,2983.0,92.0,252.0,1377.0,14631.0,153360000.0,10481.85
583,67801,NEEDLES UNIFIED,21.0,235.0,475.0,11.0,173.0,2.0,35.0,952.0,12522000.0,13153.36
584,66340,NEVADA CITY ELEMENTARY,9.0,72.0,701.0,8.0,9.0,2.0,67.0,868.0,4150000.0,4781.11
585,10298,NEVADA COUNTY OFFICE OF EDUCATION,225.0,1082.0,1679.0,35.0,41.0,8.0,202.0,3272.0,35605000.0,10881.72
586,66357,NEVADA JOINT UNION HIGH,23.0,320.0,2337.0,46.0,41.0,6.0,89.0,2862.0,20635000.0,7209.99
587,61242,NEW HAVEN UNIFIED,686.0,4490.0,736.0,5065.0,52.0,256.0,608.0,11893.0,116114000.0,9763.22
588,68619,NEW HOPE ELEMENTARY,8.0,170.0,15.0,3.0,0.0,0.0,3.0,199.0,2411000.0,12115.58
589,68627,NEW JERUSALEM ELEMENTARY,574.0,1823.0,1373.0,399.0,41.0,29.0,349.0,4588.0,26379000.0,5749.56
590,61234,NEWARK UNIFIED,236.0,3146.0,795.0,1261.0,10.0,113.0,271.0,5832.0,52307000.0,8968.96
591,66852,NEWCASTLE ELEMENTARY,24.0,258.0,1488.0,272.0,6.0,0.0,209.0,2257.0,11260000.0,4988.92
592,64832,NEWHALL,153.0,3223.0,2071.0,838.0,21.0,8.0,392.0,6706.0,54148000.0,8074.56
593,73601,NEWMAN-CROWS LANDING UNIFIED,55.0,2285.0,546.0,30.0,4.0,13.0,70.0,3003.0,32162000.0,10709.96
594,66597,NEWPORT-MESA UNIFIED,197.0,9635.0,9608.0,1170.0,39.0,105.0,760.0,21514.0,90586000.0,4210.56
595,65409,NICASIO,0.0,13.0,27.0,3.0,0.0,0.0,0.0,43.0,418000.0,9720.93
596,63693,NORRIS ELEMENTARY,58.0,1152.0,2322.0,212.0,43.0,4.0,307.0,4098.0,36426000.0,8888.73
597,67504,NORTH COUNTY JOINT UNION ELEMENTARY,2.0,437.0,273.0,1.0,0.0,0.0,41.0,754.0,5092000.0,6753.32
598,70078,NORTH COW CREEK ELEMENTARY,2.0,17.0,214.0,4.0,7.0,0.0,19.0,263.0,2300000.0,8745.25
599,73825,NORTH MONTEREY COUNTY UNIFIED,15.0,3852.0,611.0,58.0,12.0,13.0,52.0,4613.0,46145000.0,10003.25
600,62687,NORTHERN HUMBOLDT UNION HIGH,13.0,184.0,1202.0,33.0,90.0,4.0,213.0,1739.0,17790000.0,10230.02
601,64840,NORWALK-LA MIRADA UNIFIED,479.0,14675.0,1600.0,1246.0,30.0,80.0,264.0,18374.0,219212000.0,11930.55
602,65417,NOVATO UNIFIED,217.0,2773.0,3906.0,466.0,51.0,15.0,441.0,7869.0,58681000.0,7457.24
603,71423,NUESTRO ELEMENTARY,22.0,69.0,319.0,40.0,6.0,0.0,34.0,490.0,4640000.0,9469.39
604,67157,NUVIEW UNION,311.0,2084.0,433.0,45.0,12.0,10.0,77.0,2972.0,25867000.0,8703.57
605,69625,OAK GROVE ELEMENTARY,373.0,4982.0,1851.0,2478.0,29.0,81.0,568.0,10362.0,82148000.0,7927.81
606,70839,OAK GROVE UNION ELEMENTARY,13.0,371.0,633.0,24.0,12.0,1.0,85.0,1139.0,8966000.0,7871.82
607,73874,OAK PARK UNIFIED,64.0,427.0,2848.0,1039.0,18.0,7.0,181.0,4584.0,35715000.0,7791.23
608,70086,OAK RUN ELEMENTARY,0.0,1.0,54.0,0.0,1.0,0.0,8.0,64.0,615000.0,9609.38
609,72017,OAK VALLEY UNION ELEMENTARY,8.0,418.0,127.0,2.0,6.0,0.0,3.0,564.0,5912000.0,10482.27
610,68635,OAK VIEW UNION ELEMENTARY,1.0,178.0,193.0,9.0,1.0,4.0,16.0,402.0,3631000.0,9032.34
611,75564,OAKDALE JOINT UNIFIED,29.0,1954.0,3034.0,102.0,46.0,14.0,98.0,5277.0,45692000.0,8658.71
612,61259,OAKLAND UNIFIED,12412.0,22333.0,4919.0,6833.0,139.0,447.0,2626.0,49709.0,528417000.0,10630.21
613,61762,OAKLEY UNION ELEMENTARY,477.0,2298.0,1644.0,331.0,28.0,27.0,210.0,5015.0,40597000.0,8095.11
614,66613,OCEAN VIEW,27.0,2331.0,152.0,100.0,3.0,4.0,24.0,2641.0,31745000.0,12020.07
615,66613,OCEAN VIEW,99.0,3325.0,3243.0,1284.0,22.0,24.0,470.0,8467.0,64757000.0,7648.16
616,73569,OCEANSIDE UNIFIED,1006.0,11334.0,5579.0,987.0,74.0,383.0,1266.0,20629.0,188362000.0,9130.93
617,72520,OJAI UNIFIED,19.0,894.0,1498.0,42.0,14.0,5.0,65.0,2537.0,18422000.0,7261.33
618,70847,OLD ADOBE UNION,26.0,853.0,913.0,80.0,8.0,9.0,103.0,1992.0,14982000.0,7521.08
619,67819,ONTARIO-MONTCLAIR,515.0,19375.0,730.0,551.0,139.0,56.0,299.0,21665.0,273860000.0,12640.66
620,62331,ORANGE CENTER,53.0,417.0,225.0,80.0,13.0,0.0,44.0,832.0,4858000.0,5838.94
